Linux 3.10.0-229.el7.x86_64 (pgxl3) 	08/21/2015 	_x86_64_	(4 CPU)

02:12:22 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:13:22 PM     all      5.21      0.00      3.85      8.97      0.06     81.90
02:14:22 PM     all      8.56      0.00      2.41     32.31      0.10     56.62
02:15:22 PM     all     76.17      0.00      7.31      1.83      0.09     14.60
02:16:22 PM     all      8.04      0.00      5.54     42.90      0.54     42.99
02:17:22 PM     all      3.83      0.00      4.48     35.15      0.57     55.97
02:18:22 PM     all      1.71      0.00      1.99     14.35      0.31     81.63
02:19:22 PM     all      2.31      0.00      2.29     11.92      0.33     83.15
02:20:22 PM     all      1.70      0.00      1.72      6.95      0.22     89.40
02:21:22 PM     all      1.96      0.00      1.96      5.12      0.20     90.76
02:22:22 PM     all      2.76      0.00      2.50      5.37      0.25     89.13
02:23:22 PM     all      1.76      0.00      1.69      3.37      0.19     92.99
02:24:22 PM     all      2.13      0.00      2.02      3.70      0.23     91.92
02:25:22 PM     all      1.67      0.00      1.62      3.46      0.24     93.02
02:26:22 PM     all      1.68      0.00      1.55      2.57      0.19     94.01
02:27:22 PM     all      2.10      0.00      2.03      2.88      0.25     92.74
02:28:22 PM     all      1.62      0.00      1.53      2.39      0.20     94.25
02:29:22 PM     all      1.53      0.00      1.46      1.73      0.18     95.10
02:30:22 PM     all      2.08      0.00      1.91      1.69      0.23     94.09
02:31:22 PM     all      1.84      0.00      1.67      1.19      0.20     95.10
02:32:22 PM     all     11.47      0.00      4.54      0.97      0.18     82.84
02:33:22 PM     all     78.09      0.00     16.90      0.48      0.03      4.49
02:34:22 PM     all     75.19      0.00     16.26      0.96      0.06      7.53
02:35:22 PM     all     76.86      0.00     16.44      0.76      0.04      5.91
02:36:22 PM     all     79.65      0.00     16.79      0.32      0.02      3.23
02:37:22 PM     all     77.66      0.00     15.62      0.49      0.04      6.19
02:38:22 PM     all     75.86      0.00     15.12      2.87      0.05      6.10
02:39:22 PM     all     77.45      0.00     15.39      1.64      0.04      5.48
02:40:22 PM     all     78.41      0.00     15.20      0.68      0.04      5.67
02:41:22 PM     all     77.00      0.00     15.00      0.80      0.05      7.14
02:42:22 PM     all     75.65      0.00     14.86      0.53      0.05      8.91
02:43:22 PM     all     76.68      0.00     14.89      0.29      0.04      8.10
02:44:22 PM     all     76.47      0.00     14.49      0.16      0.04      8.85
02:45:22 PM     all     77.48      0.00     14.82      0.22      0.04      7.44
02:46:22 PM     all     76.45      0.00     14.95      0.38      0.04      8.18
02:47:22 PM     all     76.85      0.00     14.95      0.26      0.03      7.91
02:48:22 PM     all     77.40      0.00     14.55      0.21      0.03      7.81
02:49:22 PM     all     54.15      0.00     14.19      6.44      0.08     25.15
02:50:22 PM     all     58.84      0.00     17.61      0.08      0.13     23.34
02:51:22 PM     all     58.14      0.00     17.67      0.08      0.14     23.97
02:52:22 PM     all     41.35      0.00     13.00     10.62      0.11     34.92
02:53:22 PM     all      3.20      0.00      2.18     37.73      0.03     56.87
02:54:22 PM     all      9.49      0.00      2.11     29.77      0.10     58.53
02:55:22 PM     all     30.89      0.00      2.86     16.96      0.04     49.25
