# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl4;60;1440177834;2.97;1389.58;6248.03;0.00;3312.33;0.00;0.00;0.00;0.00
pgxl4;60;1440177894;0.67;28755.67;5210.88;0.00;8404.10;0.00;0.00;0.00;0.00
pgxl4;60;1440177954;0.13;36672.88;5622.90;0.00;10082.25;0.00;0.00;0.00;0.00
pgxl4;60;1440178014;0.40;44074.20;3953.92;0.00;8432.03;0.00;0.00;0.00;0.00
pgxl4;60;1440178074;0.13;41558.63;4647.10;0.00;9200.13;0.00;0.00;0.00;0.00
pgxl4;60;1440178134;0.00;36545.23;5287.95;0.00;10131.55;0.00;0.00;0.00;0.00
pgxl4;60;1440178194;0.27;56106.77;7002.75;0.00;9825.15;0.00;0.00;0.00;0.00
pgxl4;60;1440178254;0.13;51595.43;6745.92;0.00;8595.27;0.00;0.00;0.00;0.00
pgxl4;60;1440178314;0.13;48345.07;4858.57;0.00;11168.15;0.00;0.00;0.00;0.00
pgxl4;60;1440178374;0.00;43718.32;5619.52;0.00;9283.43;0.00;0.00;0.00;0.00
pgxl4;60;1440178434;0.13;42459.17;5647.02;0.00;8061.30;0.00;0.00;0.00;0.00
pgxl4;60;1440178494;0.13;44847.20;8154.37;0.00;10280.63;0.00;0.00;0.00;0.00
pgxl4;60;1440178554;0.00;53617.62;8413.25;0.00;12373.55;0.00;0.00;0.00;0.00
pgxl4;60;1440178614;0.00;31160.38;4330.02;0.00;9815.63;0.00;0.00;0.00;0.00
pgxl4;60;1440178674;0.00;34091.43;6928.58;0.00;10722.27;0.00;0.00;0.00;0.00
pgxl4;60;1440178734;0.00;43847.18;8634.78;0.00;14461.47;0.00;0.00;0.00;0.00
pgxl4;60;1440178794;0.00;42173.48;8295.38;0.00;13601.07;0.00;0.00;0.00;0.00
pgxl4;60;1440178854;0.00;47309.98;5418.45;0.00;17576.15;0.00;0.00;0.00;0.00
pgxl4;60;1440178914;0.00;39069.73;22103.90;0.00;26206.23;0.00;0.00;0.00;0.00
pgxl4;60;1440178974;0.00;63673.61;5724.16;0.00;9774.29;0.00;0.00;0.00;0.00
pgxl4;60;1440179034;0.00;65604.93;9233.62;0.00;34817.83;0.00;0.00;0.00;0.00
pgxl4;60;1440179094;0.00;82634.03;4007.78;0.00;14757.63;0.00;0.00;0.00;0.00
pgxl4;60;1440179154;0.00;52099.12;11394.22;0.00;22450.72;0.00;0.00;0.00;0.00
pgxl4;60;1440179214;0.00;40290.48;4771.30;0.00;16803.45;1481.55;52.26;1528.76;99.67
pgxl4;60;1440179274;10255.60;33997.28;7743.12;0.87;21593.47;7379.72;1227.75;7599.83;88.29
pgxl4;60;1440179334;0.00;27306.48;4291.67;0.00;17429.28;1587.79;0.00;1587.79;100.00
pgxl4;60;1440179394;0.00;22359.50;5089.55;0.00;8435.70;907.90;17.07;924.97;100.00
pgxl4;60;1440179454;39.86;24632.78;19775.02;0.67;21809.63;9766.42;329.01;10095.43;100.00
pgxl4;60;1440179514;0.00;24005.02;1652.82;0.00;10259.40;508.25;0.00;508.25;100.00
pgxl4;60;1440179574;0.00;22388.22;1804.22;0.00;26471.57;0.00;0.00;0.00;0.00
pgxl4;60;1440179634;1458.80;19504.55;1646.33;0.00;5875.63;0.00;0.00;0.00;0.00
pgxl4;60;1440179694;15415.00;25394.07;3812.75;0.00;5873.18;0.00;0.00;0.00;0.00
pgxl4;60;1440179754;4014.20;21925.38;2470.65;0.00;5731.40;0.00;0.00;0.00;0.00
pgxl4;60;1440179814;0.00;25387.05;3624.78;0.00;11703.90;1150.22;17.07;1167.28;100.00
pgxl4;60;1440179874;0.00;25602.93;2602.47;0.00;17968.05;2224.57;17.07;2241.63;100.00
pgxl4;60;1440179934;0.00;22761.13;4048.82;0.00;7954.53;0.00;0.00;0.00;0.00
pgxl4;60;1440179994;32543.73;46671.72;17200.23;0.03;23980.22;17819.17;563.20;18380.65;99.99
pgxl4;60;1440180054;24980.57;63446.69;34230.26;0.00;40232.83;31432.96;5065.29;36495.20;99.99
pgxl4;60;1440180114;70.40;85037.07;20532.68;1.15;25064.90;19216.98;962.13;20137.20;99.79
pgxl4;60;1440180174;11.87;80382.37;844.78;0.13;57769.65;4721.52;0.00;4693.07;99.40
pgxl4;60;1440180234;40542.53;10.75;6361.22;0.27;4792.43;0.00;0.00;0.00;0.00
pgxl4;60;1440180294;96.60;29854.13;23042.85;0.93;35791.18;0.00;0.00;0.00;0.00
pgxl4;60;1440180354;2.93;30148.22;13085.55;0.05;29904.93;23714.78;4648.70;28119.92;99.14
pgxl4;60;1440180414;946.60;82772.65;944.47;0.00;39957.68;241.73;0.00;241.73;100.00
pgxl4;60;1440180474;5806.47;84733.15;686.50;0.00;894.48;0.00;0.00;0.00;0.00
pgxl4;60;1440180534;37364.93;55241.52;677.18;0.00;569.40;0.00;0.00;0.00;0.00
pgxl4;60;1440180594;59284.80;2244.78;668.15;0.00;297.70;0.00;0.00;0.00;0.00
pgxl4;60;1440180654;5926.20;4329.92;3969.67;0.57;9380.05;0.00;0.00;0.00;0.00
