ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1440180743.57927,0,0,0,0,0,0,0,0,0,0
1440180743.57927,0,0,0,0,0,0,0,0,0,0
1440180743.57927,0,1002,0,133,12209,43234,5069,0,0,0
1440180743.57927,1,2281,2,1827,372355,485081,189322,866043805,95,3308
1440180803.58059,0,0,0,0,0,0,0,0,0,0
1440180803.58059,0,0,0,0,0,0,0,0,0,0
1440180803.58059,0,1004,0,138,12279,44236,5080,0,0,0
1440180803.58059,3,2324,2,1946,377931,493177,192500,866793611,97,3308
1440180863.58228,0,0,0,0,0,0,0,0,0,0
1440180863.58228,0,0,0,0,0,0,0,0,0,0
1440180863.58228,0,1006,0,138,12354,45238,5091,0,0,0
1440180863.58228,3,2361,2,1946,383232,502741,195537,866793612,97,3308
1440180923.59751,0,0,0,0,0,0,0,0,0,0
1440180923.59751,0,0,0,0,0,0,0,0,0,0
1440180923.59751,0,1008,0,138,12429,46240,5102,0,0,0
1440180923.59751,2,2400,2,1946,388773,512843,198749,866793612,97,3308
1440180983.61477,0,0,0,0,0,0,0,0,0,0
1440180983.61477,0,0,0,0,0,0,0,0,0,0
1440180983.61477,0,1010,0,138,12504,47242,5113,0,0,0
1440180983.61477,4,2435,2,2096,395116,523600,202981,866793613,98,3308
1440181043.624,0,0,0,0,0,0,0,0,0,0
1440181043.624,0,0,0,0,0,0,0,0,0,0
1440181043.624,0,1012,0,138,12579,48244,5124,0,0,0
1440181043.624,4,2469,2,2096,400332,533130,205985,866793613,98,3308
1440181103.63211,0,0,0,0,0,0,0,0,0,0
1440181103.63211,0,0,0,0,0,0,0,0,0,0
1440181103.63211,0,1014,0,138,12654,49246,5135,0,0,0
1440181103.63211,3,2501,2,2096,405525,542648,208978,866793613,98,3308
1440181163.62828,0,0,0,0,0,0,0,0,0,0
1440181163.62828,0,0,0,0,0,0,0,0,0,0
1440181163.62828,0,1016,0,138,12729,50248,5146,0,0,0
1440181163.62828,2,2528,2,2096,410393,551594,211763,866793613,98,3308
1440181223.67807,0,0,0,0,0,0,0,0,0,0
1440181223.67807,0,0,0,0,0,0,0,0,0,0
1440181223.67807,0,1018,0,138,12804,51250,5157,0,0,0
1440181223.67807,2,2563,2,2096,415888,561672,214953,866793613,98,3308
1440181283.72493,0,0,0,0,0,0,0,0,0,0
1440181283.72493,0,0,0,0,0,0,0,0,0,0
1440181283.72493,0,1020,0,138,12879,52252,5168,0,0,0
1440181283.72493,3,2595,2,2096,421081,571190,217946,866793613,98,3308
1440181343.73797,0,0,0,0,0,0,0,0,0,0
1440181343.73797,0,0,0,0,0,0,0,0,0,0
1440181343.73797,0,1022,0,138,12954,53254,5179,0,0,0
1440181343.73797,4,2631,2,2096,426320,580732,220961,866793613,98,3308
1440181403.74957,0,0,0,0,0,0,0,0,0,0
1440181403.74957,0,0,0,0,0,0,0,0,0,0
1440181403.74957,0,1024,0,138,13029,54256,5190,0,0,0
1440181403.74957,4,2666,2,2096,431736,590366,224069,866793613,98,3308
1440181463.77101,0,0,0,0,0,0,0,0,0,0
1440181463.77101,0,0,0,0,0,0,0,0,0,0
1440181463.77101,0,1026,0,138,13104,55258,5201,0,0,0
1440181463.77101,4,2693,2,2096,436683,599756,226936,866793613,98,3308
1440181523.78324,0,0,0,0,0,0,0,0,0,0
1440181523.78324,0,0,0,0,0,0,0,0,0,0
1440181523.78324,0,1028,0,138,13179,56260,5212,0,0,0
1440181523.78324,4,2723,2,2096,441853,609262,229918,866793613,98,3308
1440181583.78896,0,0,0,0,0,0,0,0,0,0
1440181583.78896,0,0,0,0,0,0,0,0,0,0
1440181583.78896,0,1030,0,138,13254,57262,5223,0,0,0
1440181583.78896,3,2755,2,2096,447046,618780,232911,866793613,98,3308
1440181643.80113,0,0,0,0,0,0,0,0,0,0
1440181643.80113,0,0,0,0,0,0,0,0,0,0
1440181643.80113,0,1032,0,138,13329,58264,5234,0,0,0
1440181643.80113,4,2787,2,2096,452239,628298,235904,866793613,98,3308
1440181703.80787,0,0,0,0,0,0,0,0,0,0
1440181703.80787,0,0,0,0,0,0,0,0,0,0
1440181703.80787,0,1034,0,138,13404,59266,5245,0,0,0
1440181703.80787,4,2820,2,2096,457176,637280,238722,866793613,98,3308
1440181763.82578,0,0,0,0,0,0,0,0,0,0
1440181763.82578,0,0,0,0,0,0,0,0,0,0
1440181763.82578,0,1036,0,138,13479,60268,5256,0,0,0
1440181763.82578,4,2855,2,2096,462592,646914,241830,866793613,98,3308
1440181823.87422,0,0,0,0,0,0,0,0,0,0
1440181823.87422,0,0,0,0,0,0,0,0,0,0
1440181823.87422,0,1038,0,138,13554,61270,5267,0,0,0
1440181823.87422,4,2886,2,2096,468041,656968,244998,866793613,98,3308
1440181883.88775,0,0,0,0,0,0,0,0,0,0
1440181883.88775,0,0,0,0,0,0,0,0,0,0
1440181883.88775,0,1040,0,138,13629,62272,5278,0,0,0
1440181883.88775,5,2917,2,2096,473034,666382,247887,866793613,98,3308
1440181943.87169,0,0,0,0,0,0,0,0,0,0
1440181943.87169,0,0,0,0,0,0,0,0,0,0
1440181943.87169,0,1042,0,138,13704,63274,5289,0,0,0
1440181943.87169,3,2957,3,2135,479751,677123,252100,866793614,99,3308
1440182003.88708,0,0,0,0,0,0,0,0,0,0
1440182003.88708,0,0,0,0,0,0,0,0,0,0
1440182003.88708,0,1044,0,138,13779,64276,5300,0,0,0
1440182003.88708,2,2987,3,2135,484842,686185,255000,866793614,99,3308
1440182063.90684,0,0,0,0,0,0,0,0,0,0
1440182063.90684,0,0,0,0,0,0,0,0,0,0
1440182063.90684,0,1046,0,138,13854,65278,5311,0,0,0
1440182063.90684,4,3020,3,2135,489858,695611,257900,866793614,99,3308
1440182123.93408,0,0,0,0,0,0,0,0,0,0
1440182123.93408,0,0,0,0,0,0,0,0,0,0
1440182123.93408,0,1048,0,138,13929,66280,5322,0,0,0
1440182123.93408,3,3050,3,2135,495028,705117,260882,866793614,99,3308
1440182183.95011,0,0,0,0,0,0,0,0,0,0
1440182183.95011,0,0,0,0,0,0,0,0,0,0
1440182183.95011,0,1050,0,138,14004,67282,5333,0,0,0
1440182183.95011,4,3083,3,2135,500500,715183,264061,866793614,99,3308
1440182243.9695,0,0,0,0,0,0,0,0,0,0
1440182243.9695,0,0,0,0,0,0,0,0,0,0
1440182243.9695,0,1052,0,138,14079,68284,5344,0,0,0
1440182243.9695,3,3120,3,2135,505939,724829,267180,866793614,99,3308
1440182303.97292,0,0,0,0,0,0,0,0,0,0
1440182303.97292,0,0,0,0,0,0,0,0,0,0
1440182303.97292,0,1054,0,138,14154,69286,5355,0,0,0
1440182303.97292,2,3144,3,2135,510584,733659,269850,866793614,99,3308
1440182363.99686,0,0,0,0,0,0,0,0,0,0
1440182363.99686,0,0,0,0,0,0,0,0,0,0
1440182363.99686,0,1056,0,138,14229,70288,5366,0,0,0
1440182363.99686,2,3182,3,2135,516302,743853,273155,866793614,99,3308
1440182424.03196,0,0,0,0,0,0,0,0,0,0
1440182424.03196,0,0,0,0,0,0,0,0,0,0
1440182424.03196,0,1058,0,138,14304,71290,5377,0,0,0
1440182424.03196,4,3212,3,2135,521016,752719,275858,866793614,99,3308
1440182484.0432,0,0,0,0,0,0,0,0,0,0
1440182484.0432,0,0,0,0,0,0,0,0,0,0
1440182484.0432,0,1060,0,138,14379,72292,5388,0,0,0
1440182484.0432,3,3248,3,2135,526711,762901,279152,866793614,99,3308
1440182544.04541,0,0,0,0,0,0,0,0,0,0
1440182544.04541,0,0,0,0,0,0,0,0,0,0
1440182544.04541,0,1062,0,138,14454,73294,5399,0,0,0
1440182544.04541,2,3275,3,2135,531579,771847,281937,866793614,99,3308
1440182604.08655,0,0,0,0,0,0,0,0,0,0
1440182604.08655,0,0,0,0,0,0,0,0,0,0
1440182604.08655,0,1064,0,138,14529,74296,5410,0,0,0
1440182604.08655,4,3311,3,2135,536818,781389,284952,866793614,99,3308
1440182664.10476,0,0,0,0,0,0,0,0,0,0
1440182664.10476,0,0,0,0,0,0,0,0,0,0
1440182664.10476,0,1066,0,138,14604,75298,5421,0,0,0
1440182664.10476,3,3341,3,2135,542067,791339,288016,866793614,99,3308
1440182724.12679,0,0,0,0,0,0,0,0,0,0
1440182724.12679,0,0,0,0,0,0,0,0,0,0
1440182724.12679,0,1068,0,138,14679,76300,5432,0,0,0
1440182724.12679,2,3370,3,2135,546958,800297,290812,866793614,99,3308
1440182784.12077,0,0,0,0,0,0,0,0,0,0
1440182784.12077,0,0,0,0,0,0,0,0,0,0
1440182784.12077,0,1070,0,138,14754,77302,5443,0,0,0
1440182784.12077,2,3403,3,2135,552351,809919,293909,866793614,99,3308
1440182844.15109,0,0,0,0,0,0,0,0,0,0
1440182844.15109,0,0,0,0,0,0,0,0,0,0
1440182844.15109,0,1072,0,138,14829,78304,5454,0,0,0
1440182844.15109,3,3436,3,2135,557367,819345,296809,866793614,99,3308
1440182904.14994,0,0,0,0,0,0,0,0,0,0
1440182904.14994,0,0,0,0,0,0,0,0,0,0
1440182904.14994,0,1074,0,138,14904,79306,5465,0,0,0
1440182904.14994,3,3469,3,2135,562839,829411,299988,866793614,99,3308
1440182964.15516,0,0,0,0,0,0,0,0,0,0
1440182964.15516,0,0,0,0,0,0,0,0,0,0
1440182964.15516,0,1076,0,138,14979,80308,5476,0,0,0
1440182964.15516,2,3513,4,2136,570232,840263,304673,866793616,101,3308
1440183024.19009,0,0,0,0,0,0,0,0,0,0
1440183024.19009,0,0,0,0,0,0,0,0,0,0
1440183024.19009,0,1078,0,138,15054,81310,5487,0,0,0
1440183024.19009,4,3552,4,2136,575694,849921,307803,866793616,101,3308
1440183084.17012,0,0,0,0,0,0,0,0,0,0
1440183084.17012,0,0,0,0,0,0,0,0,0,0
1440183084.17012,0,1080,0,138,15129,82312,5498,0,0,0
1440183084.17012,2,3577,4,2136,580618,859299,310659,866793616,101,3308
1440183144.23478,0,0,0,0,0,0,0,0,0,0
1440183144.23478,0,0,0,0,0,0,0,0,0,0
1440183144.23478,0,1082,0,138,15204,83314,5509,0,0,0
1440183144.23478,3,3626,4,2137,587334,870097,314564,866793617,102,3308
1440183204.23628,0,0,0,0,0,0,0,0,0,0
1440183204.23628,0,0,0,0,0,0,0,0,0,0
1440183204.23628,0,1084,0,138,15279,84316,5520,0,0,0
1440183204.23628,3,3655,4,2137,592304,879499,317442,866793617,102,3308
1440183264.26521,0,0,0,0,0,0,0,0,0,0
1440183264.26521,0,0,0,0,0,0,0,0,0,0
1440183264.26521,0,1086,0,138,15354,85318,5531,0,0,0
1440183264.26521,4,3682,4,2137,597172,888445,320227,866793617,102,3308
1440183324.30115,0,0,0,0,0,0,0,0,0,0
1440183324.30115,0,0,0,0,0,0,0,0,0,0
1440183324.30115,0,1088,0,138,15429,86320,5542,0,0,0
1440183324.30115,3,3717,4,2137,602588,898079,323335,866793617,102,3308
1440183384.27467,0,0,0,0,0,0,0,0,0,0
1440183384.27467,0,0,0,0,0,0,0,0,0,0
1440183384.27467,0,1090,0,138,15504,87322,5553,0,0,0
1440183384.27467,3,3754,4,2137,608106,908169,326536,866793617,102,3308
1440183444.316,0,0,0,0,0,0,0,0,0,0
1440183444.316,0,0,0,0,0,0,0,0,0,0
1440183444.316,0,1092,0,138,15579,88324,5564,0,0,0
1440183444.316,3,3795,4,2179,614678,918798,330637,866793618,103,3308
1440183504.34534,0,0,0,0,0,0,0,0,0,0
1440183504.34534,0,0,0,0,0,0,0,0,0,0
1440183504.34534,0,1094,0,138,15654,89326,5575,0,0,0
1440183504.34534,2,3822,4,2179,619625,928188,333504,866793618,103,3308
1440183564.36596,0,0,0,0,0,0,0,0,0,0
