# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl5;60;1440177834;eth0;4.65;5.10;0.87;0.92;0.00;0.00;0.00
pgxl5;60;1440177834;lo;1.33;1.33;0.18;0.18;0.00;0.00;0.00
pgxl5;60;1440177894;eth0;1145.32;636.13;9882.47;44.55;0.00;0.00;0.00
pgxl5;60;1440177894;lo;28.77;28.77;7.14;7.14;0.00;0.00;0.00
pgxl5;60;1440177954;eth0;1217.55;737.93;10578.52;51.15;0.00;0.00;0.00
pgxl5;60;1440177954;lo;32.13;32.13;7.01;7.01;0.00;0.00;0.00
pgxl5;60;1440178014;eth0;1261.07;816.53;10932.37;56.50;0.00;0.00;0.00
pgxl5;60;1440178014;lo;29.72;29.72;6.50;6.50;0.00;0.00;0.00
pgxl5;60;1440178074;eth0;1229.82;879.78;10662.14;61.15;0.00;0.00;0.00
pgxl5;60;1440178074;lo;29.83;29.83;6.59;6.59;0.00;0.00;0.00
pgxl5;60;1440178134;eth0;1193.67;893.98;10345.32;62.37;0.00;0.00;0.00
pgxl5;60;1440178134;lo;30.62;30.62;6.63;6.63;0.00;0.00;0.00
pgxl5;60;1440178194;eth0;1232.98;964.00;10674.63;67.35;0.00;0.00;0.00
pgxl5;60;1440178194;lo;49.17;49.17;9.05;9.05;0.00;0.00;0.00
pgxl5;60;1440178254;eth0;1212.00;971.22;10405.40;67.78;0.00;0.00;0.00
pgxl5;60;1440178254;lo;39.13;39.13;7.70;7.70;0.00;0.00;0.00
pgxl5;60;1440178314;eth0;1255.08;1055.07;10732.61;73.79;0.00;0.00;0.00
pgxl5;60;1440178314;lo;29.37;29.37;6.14;6.14;0.00;0.00;0.00
pgxl5;60;1440178374;eth0;1251.18;1092.72;10614.05;76.64;0.00;0.00;0.00
pgxl5;60;1440178374;lo;31.37;31.37;6.70;6.70;0.00;0.00;0.00
pgxl5;60;1440178434;eth0;1241.65;1116.83;10590.85;78.68;0.00;0.00;0.00
pgxl5;60;1440178434;lo;29.07;29.07;6.21;6.21;0.00;0.00;0.00
pgxl5;60;1440178494;eth0;1274.75;1162.05;10876.92;81.86;0.00;0.00;0.00
pgxl5;60;1440178494;lo;48.37;48.37;8.75;8.75;0.00;0.00;0.00
pgxl5;60;1440178554;eth0;1241.43;1148.37;10487.04;80.92;0.00;0.00;0.00
pgxl5;60;1440178554;lo;41.23;41.23;7.59;7.59;0.00;0.00;0.00
pgxl5;60;1440178614;eth0;1258.90;1188.63;10528.63;83.51;0.00;0.00;0.00
pgxl5;60;1440178614;lo;29.77;29.77;6.21;6.21;0.00;0.00;0.00
pgxl5;60;1440178674;eth0;1268.77;1206.30;10470.71;91.71;0.00;0.00;0.00
pgxl5;60;1440178674;lo;32.20;32.20;6.74;6.74;0.00;0.00;0.00
pgxl5;60;1440178734;eth0;1295.35;1208.47;10673.26;207.02;0.00;0.00;0.00
pgxl5;60;1440178734;lo;24.22;24.22;5.72;5.72;0.00;0.00;0.00
pgxl5;60;1440178794;eth0;1322.08;1140.88;10856.52;80.65;0.00;0.00;0.00
pgxl5;60;1440178794;lo;33.93;33.93;6.40;6.40;0.00;0.00;0.00
pgxl5;60;1440178854;eth0;1388.02;1213.78;11287.45;250.42;0.00;0.00;0.00
pgxl5;60;1440178854;lo;35.67;35.67;7.20;7.20;0.00;0.00;0.00
pgxl5;60;1440178914;eth0;1218.42;1007.45;9682.30;346.06;0.00;0.00;0.00
pgxl5;60;1440178914;lo;22.00;22.00;5.34;5.34;0.00;0.00;0.00
pgxl5;60;1440178974;eth0;1004.32;829.12;7946.11;117.40;0.00;0.00;0.00
pgxl5;60;1440178974;lo;14.25;14.25;3.89;3.89;0.00;0.00;0.00
pgxl5;60;1440179034;eth0;1001.00;862.38;7908.94;173.95;0.00;0.00;0.00
pgxl5;60;1440179034;lo;16.18;16.18;4.13;4.13;0.00;0.00;0.00
pgxl5;60;1440179094;eth0;992.50;901.22;7871.80;60.78;0.00;0.00;0.00
pgxl5;60;1440179094;lo;33.62;33.62;6.48;6.48;0.00;0.00;0.00
pgxl5;60;1440179154;eth0;995.73;846.61;7874.95;118.40;0.00;0.00;0.00
pgxl5;60;1440179154;lo;33.98;33.98;6.39;6.39;0.00;0.00;0.00
pgxl5;60;1440179214;eth0;990.58;794.48;7863.69;53.83;0.00;0.00;0.00
pgxl5;60;1440179214;lo;15.88;15.88;3.87;3.87;0.00;0.00;0.00
pgxl5;60;1440179274;eth0;991.80;870.39;7870.29;58.71;0.00;0.00;0.00
pgxl5;60;1440179274;lo;14.48;14.48;3.80;3.80;0.00;0.00;0.00
pgxl5;60;1440179334;eth0;993.53;801.38;7851.49;115.88;0.00;0.00;0.00
pgxl5;60;1440179334;lo;15.63;15.63;4.23;4.23;0.00;0.00;0.00
pgxl5;60;1440179394;eth0;990.57;779.20;7861.10;52.53;0.00;0.00;0.00
pgxl5;60;1440179394;lo;33.26;33.26;6.18;6.18;0.00;0.00;0.00
pgxl5;60;1440179454;eth0;988.39;783.39;7844.48;52.90;0.00;0.00;0.00
pgxl5;60;1440179454;lo;16.23;16.23;3.91;3.91;0.00;0.00;0.00
pgxl5;60;1440179514;eth0;994.30;791.08;7886.24;53.39;0.00;0.00;0.00
pgxl5;60;1440179514;lo;16.82;16.82;4.10;4.10;0.00;0.00;0.00
pgxl5;60;1440179574;eth0;990.43;932.33;7843.21;145.91;0.00;0.00;0.00
pgxl5;60;1440179574;lo;15.95;15.95;4.16;4.16;0.00;0.00;0.00
pgxl5;60;1440179634;eth0;991.67;966.28;7870.89;64.31;0.00;0.00;0.00
pgxl5;60;1440179634;lo;13.53;13.53;3.58;3.58;0.00;0.00;0.00
pgxl5;60;1440179694;eth0;990.78;965.07;7866.15;64.16;0.00;0.00;0.00
pgxl5;60;1440179694;lo;31.80;31.80;5.95;5.95;0.00;0.00;0.00
pgxl5;60;1440179754;eth0;992.25;969.42;7878.31;64.43;0.00;0.00;0.00
pgxl5;60;1440179754;lo;15.22;15.22;3.77;3.77;0.00;0.00;0.00
pgxl5;60;1440179814;eth0;991.08;965.65;7868.68;64.16;0.00;0.00;0.00
pgxl5;60;1440179814;lo;13.18;13.18;3.49;3.49;0.00;0.00;0.00
pgxl5;60;1440179874;eth0;992.40;968.03;7871.04;64.40;0.00;0.00;0.00
pgxl5;60;1440179874;lo;13.42;13.42;3.78;3.78;0.00;0.00;0.00
pgxl5;60;1440179934;eth0;991.40;960.37;7852.33;63.94;0.00;0.00;0.00
pgxl5;60;1440179934;lo;15.27;15.27;4.20;4.20;0.00;0.00;0.00
pgxl5;60;1440179994;eth0;117.28;113.40;879.67;9.23;0.00;0.00;0.00
pgxl5;60;1440179994;lo;39.28;39.28;7.16;7.16;0.00;0.00;0.00
pgxl5;60;1440180054;eth0;5.57;5.00;0.54;2.13;0.00;0.00;0.00
pgxl5;60;1440180054;lo;42.33;42.33;7.33;7.33;0.00;0.00;0.00
pgxl5;60;1440180114;eth0;5.05;4.43;0.49;2.09;0.00;0.00;0.00
pgxl5;60;1440180114;lo;22.83;22.83;4.66;4.66;0.00;0.00;0.00
pgxl5;60;1440180174;eth0;6.07;5.42;0.57;2.18;0.00;0.00;0.00
pgxl5;60;1440180174;lo;15.30;15.30;3.89;3.89;0.00;0.00;0.00
pgxl5;60;1440180234;eth0;6.03;4.82;0.55;2.14;0.00;0.00;0.00
pgxl5;60;1440180234;lo;13.53;13.53;3.65;3.65;0.00;0.00;0.00
pgxl5;60;1440180294;eth0;5.78;4.87;0.53;2.11;0.00;0.00;0.00
