Linux 3.10.0-229.el7.x86_64 (pgxl2) 	08/21/2015 	_x86_64_	(4 CPU)

02:12:22 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:13:22 PM     all      5.00      0.00      3.75     10.56      0.05     80.63
02:14:22 PM     all      7.94      0.00      2.28     30.46      0.08     59.24
02:15:22 PM     all     74.90      0.00      7.28      0.99      0.09     16.75
02:16:22 PM     all      8.09      0.00      5.73     43.16      0.55     42.46
02:17:22 PM     all      4.05      0.00      4.78     47.33      0.61     43.22
02:18:22 PM     all      1.70      0.00      2.10     15.06      0.34     80.81
02:19:22 PM     all      2.26      0.00      2.41     13.27      0.35     81.72
02:20:22 PM     all      1.72      0.00      1.75      6.64      0.24     89.66
02:21:22 PM     all      2.05      0.00      1.97      5.20      0.24     90.53
02:22:22 PM     all      2.55      0.00      2.44      5.57      0.27     89.17
02:23:22 PM     all      1.70      0.00      1.67      3.25      0.22     93.15
02:24:22 PM     all      2.24      0.00      2.03      3.99      0.25     91.49
02:25:22 PM     all      1.59      0.00      1.61      3.24      0.25     93.31
02:26:22 PM     all      1.61      0.00      1.56      2.79      0.22     93.82
02:27:22 PM     all      2.19      0.00      2.06      3.30      0.27     92.17
02:28:22 PM     all      1.63      0.00      1.48      1.84      0.20     94.84
02:29:22 PM     all      1.48      0.00      1.45      1.85      0.19     95.03
02:30:22 PM     all      2.11      0.00      1.91      1.92      0.24     93.82
02:31:22 PM     all      1.62      0.00      1.60      1.15      0.21     95.42
02:32:22 PM     all     11.00      0.00      4.34      1.05      0.19     83.41
02:33:22 PM     all     75.95      0.00     16.55      0.62      0.05      6.82
02:34:22 PM     all     72.49      0.00     16.24      1.26      0.07      9.94
02:35:22 PM     all     72.63      0.00     16.68      1.35      0.07      9.27
02:36:22 PM     all     74.67      0.00     16.18      1.02      0.06      8.07
02:37:22 PM     all     75.66      0.00     17.04      2.26      0.04      5.00
02:38:22 PM     all     75.16      0.00     15.78      0.83      0.06      8.18
02:39:22 PM     all     76.76      0.00     15.52      0.75      0.05      6.92
02:40:22 PM     all     77.70      0.00     15.31      0.77      0.05      6.17
02:41:22 PM     all     76.42      0.00     15.47      0.86      0.05      7.21
02:42:22 PM     all     75.12      0.00     15.69      0.63      0.05      8.52
02:43:22 PM     all     75.95      0.00     14.60      0.38      0.05      9.02
02:44:22 PM     all     75.30      0.00     14.13      0.26      0.05     10.26
02:45:22 PM     all     76.32      0.00     14.50      0.30      0.05      8.83
02:46:22 PM     all     75.15      0.00     14.37      0.42      0.06     10.00
02:47:22 PM     all     74.85      0.00     14.38      0.36      0.06     10.35
02:48:22 PM     all     76.27      0.00     14.59      0.22      0.04      8.88
02:49:22 PM     all     53.85      0.00     14.13      4.70      0.07     27.24
02:50:22 PM     all     58.37      0.00     17.80      0.07      0.14     23.62
02:51:22 PM     all     59.81      0.00     18.84      0.06      0.12     21.17
02:52:22 PM     all     41.38      0.00     13.33     10.06      0.11     35.11
02:53:22 PM     all      2.84      0.00      1.70     37.72      0.03     57.71
02:54:22 PM     all      9.70      0.00      2.01     28.05      0.08     60.17
02:55:22 PM     all     31.80      0.00      2.13     16.41      0.04     49.62
02:56:22 PM     all     10.11      0.00      7.40     24.87      0.04     57.58
02:57:22 PM     all     10.62      0.00      4.58     33.34      0.26     51.19
02:58:22 PM     all      3.58      0.00      3.52     20.99      0.48     71.43
02:59:22 PM     all      1.66      0.00      1.23     35.17      0.03     61.91
03:00:22 PM     all      3.47      0.00      1.49     33.85      0.04     61.16
03:01:22 PM     all      3.81      0.00      2.10     34.27      0.10     59.72
03:02:22 PM     all      8.08      0.00      5.96     29.42      0.09     56.46
03:03:22 PM     all      9.55      0.00      3.02     12.18      0.06     75.19
03:04:22 PM     all     14.25      0.00      1.47      0.00      0.05     84.23
03:05:22 PM     all     21.03      0.00      1.82     12.38      0.04     64.73
03:06:22 PM     all      0.09      0.00      0.34     24.98      0.11     74.47
03:07:22 PM     all      0.06      0.00      0.15     24.95      0.13     74.72
03:08:22 PM     all      8.21      0.00      1.35     23.42      0.11     66.90
03:09:22 PM     all      1.79      0.00      0.60      8.03      0.03     89.55
03:10:22 PM     all     11.32      0.00      2.47      1.39      0.08     84.74
03:11:22 PM     all      1.91      0.00      0.66     11.51      0.05     85.86
03:12:22 PM     all      4.51      0.00      0.54      9.00      0.02     85.93
03:13:22 PM     all      7.00      0.00      3.21     22.08      0.09     67.63
03:14:22 PM     all      3.02      0.00      0.52     22.41      0.09     73.96
03:15:22 PM     all      0.05      0.00      0.16      0.00      0.00     99.78
03:16:22 PM     all      0.08      0.00      0.20      2.44      0.02     97.26
03:17:22 PM     all      9.34      0.00      5.05     11.97      0.16     73.48
