ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,16851,10,pgxc,10.93.131.148,49640,2015-08-21 14:12:23.454754-04,,2015-08-21 14:12:23.458244-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:12:23.482165-04
946684800,16855,10,psql,10.93.131.148,49689,2015-08-21 14:12:23.55877-04,,2015-08-21 14:12:23.591719-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-21 14:12:23.591722-04
946684800,16857,10,psql,10.93.131.148,49703,2015-08-21 14:12:23.5701-04,,2015-08-21 14:12:23.591425-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",idle,2015-08-21 14:12:23.608226-04
946684800,16860,10,psql,10.93.131.148,49720,2015-08-21 14:12:23.582854-04,,2015-08-21 14:12:23.605175-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-21 14:12:23.605177-04
946684800,16861,10,psql,10.93.131.148,49725,2015-08-21 14:12:23.586762-04,,2015-08-21 14:12:23.60549-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-21 14:12:23.605493-04
946684800,16851,10,pgxc,10.93.131.148,49640,2015-08-21 14:12:23.454754-04,,2015-08-21 14:13:23.453205-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:23.463817-04
946684800,16884,10,pgxc,10.87.3.232,58453,2015-08-21 14:13:06.592725-04,,2015-08-21 14:13:15.362234-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.538482-04
946684800,16900,10,pgxc,10.87.3.185,42359,2015-08-21 14:13:06.617224-04,,2015-08-21 14:13:15.281077-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539278-04
946684800,16902,10,pgxc,10.95.141.120,58056,2015-08-21 14:13:06.617529-04,,2015-08-21 14:13:15.250585-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539215-04
946684800,16903,10,pgxc,10.87.3.206,44122,2015-08-21 14:13:06.617989-04,,2015-08-21 14:13:15.284236-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539074-04
946684800,16901,10,pgxc,10.95.141.120,58055,2015-08-21 14:13:06.618027-04,,2015-08-21 14:13:15.252482-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.538785-04
946684800,16905,10,pgxc,10.87.8.227,45150,2015-08-21 14:13:06.618631-04,,2015-08-21 14:13:15.283044-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.538989-04
946684800,16904,10,pgxc,10.87.3.206,44123,2015-08-21 14:13:06.619369-04,,2015-08-21 14:13:15.29898-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539041-04
946684800,16906,10,pgxc,10.92.9.245,60256,2015-08-21 14:13:06.620031-04,,2015-08-21 14:13:15.281213-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539759-04
946684800,16908,10,pgxc,10.94.132.84,54449,2015-08-21 14:13:06.620746-04,,2015-08-21 14:13:15.259305-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539352-04
946684800,16907,10,pgxc,10.223.4.4,33124,2015-08-21 14:13:06.62187-04,,2015-08-21 14:13:15.286587-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.538429-04
946684800,16909,10,pgxc,10.92.9.245,60257,2015-08-21 14:13:06.62275-04,,2015-08-21 14:13:15.274292-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.538608-04
946684800,16910,10,pgxc,10.87.8.227,45151,2015-08-21 14:13:06.622959-04,,2015-08-21 14:13:15.287942-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539674-04
946684800,16911,10,pgxc,10.223.4.4,33128,2015-08-21 14:13:06.623224-04,,2015-08-21 14:13:15.278178-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539547-04
946684800,16913,10,pgxc,10.87.3.185,42360,2015-08-21 14:13:06.623938-04,,2015-08-21 14:13:15.277217-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539237-04
946684800,16914,10,pgxc,10.87.3.232,58458,2015-08-21 14:13:06.624083-04,,2015-08-21 14:13:15.281624-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.539478-04
946684800,16912,10,pgxc,10.94.132.84,54450,2015-08-21 14:13:06.624232-04,,2015-08-21 14:13:15.285555-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-21 14:13:15.538827-04
946684800,16930,10,psql,10.93.131.148,49882,2015-08-21 14:13:23.532998-04,,2015-08-21 14:13:23.562528-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:13:23.562531-04
946684800,16935,10,psql,10.93.131.148,49921,2015-08-21 14:13:23.556518-04,,2015-08-21 14:13:23.576284-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:13:23.576288-04
946684800,16934,10,psql,10.93.131.148,49918,2015-08-21 14:13:23.554354-04,,2015-08-21 14:13:23.580871-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:13:23.580874-04
946684800,16936,10,psql,10.93.131.148,49925,2015-08-21 14:13:23.559246-04,,2015-08-21 14:13:23.580715-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:13:23.580717-04
946684800,16851,10,pgxc,10.93.131.148,49640,2015-08-21 14:12:23.454754-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:13:23.764757-04,f,Remote Subplan,active,2015-08-21 14:13:23.79008-04
946684800,16884,10,pgxc,10.87.3.232,58453,2015-08-21 14:13:06.592725-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.540711-04,f,Remote Subplan,active,2015-08-21 14:14:23.594519-04
946684800,16900,10,pgxc,10.87.3.185,42359,2015-08-21 14:13:06.617224-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.552723-04,f,Remote Subplan,active,2015-08-21 14:14:23.598822-04
946684800,16902,10,pgxc,10.95.141.120,58056,2015-08-21 14:13:06.617529-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.402946-04,f,Remote Subplan,active,2015-08-21 14:14:23.534931-04
946684800,16903,10,pgxc,10.87.3.206,44122,2015-08-21 14:13:06.617989-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.546138-04,f,Remote Subplan,active,2015-08-21 14:14:23.589527-04
946684800,16901,10,pgxc,10.95.141.120,58055,2015-08-21 14:13:06.618027-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.449894-04,f,Remote Subplan,active,2015-08-21 14:14:23.581673-04
946684800,16905,10,pgxc,10.87.8.227,45150,2015-08-21 14:13:06.618631-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.477022-04,f,Remote Subplan,active,2015-08-21 14:14:23.589126-04
946684800,16904,10,pgxc,10.87.3.206,44123,2015-08-21 14:13:06.619369-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.54388-04,f,Remote Subplan,active,2015-08-21 14:14:23.599706-04
946684800,16906,10,pgxc,10.92.9.245,60256,2015-08-21 14:13:06.620031-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.53662-04,f,Remote Subplan,active,2015-08-21 14:14:23.582231-04
946684800,16908,10,pgxc,10.94.132.84,54449,2015-08-21 14:13:06.620746-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.537957-04,f,Remote Subplan,active,2015-08-21 14:14:23.596892-04
946684800,16907,10,pgxc,10.223.4.4,33124,2015-08-21 14:13:06.62187-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.533721-04,f,Remote Subplan,active,2015-08-21 14:14:23.59136-04
946684800,16909,10,pgxc,10.92.9.245,60257,2015-08-21 14:13:06.62275-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.542479-04,f,Remote Subplan,active,2015-08-21 14:14:23.585765-04
946684800,16910,10,pgxc,10.87.8.227,45151,2015-08-21 14:13:06.622959-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.477397-04,f,Remote Subplan,active,2015-08-21 14:14:23.594912-04
946684800,16911,10,pgxc,10.223.4.4,33128,2015-08-21 14:13:06.623224-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.481655-04,f,Remote Subplan,active,2015-08-21 14:14:23.592424-04
946684800,16913,10,pgxc,10.87.3.185,42360,2015-08-21 14:13:06.623938-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.542548-04,f,Remote Subplan,active,2015-08-21 14:14:23.587147-04
946684800,16914,10,pgxc,10.87.3.232,58458,2015-08-21 14:13:06.624083-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.531726-04,f,Remote Subplan,active,2015-08-21 14:14:23.595317-04
946684800,16912,10,pgxc,10.94.132.84,54450,2015-08-21 14:13:06.624232-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:14:23.515073-04,f,Remote Subplan,active,2015-08-21 14:14:23.590125-04
946684800,16954,10,psql,10.93.131.148,50061,2015-08-21 14:14:23.594121-04,,2015-08-21 14:14:23.600784-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:14:23.600787-04
946684800,16959,10,psql,10.93.131.148,50089,2015-08-21 14:14:23.555839-04,,2015-08-21 14:14:23.59865-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:14:23.598653-04
946684800,16851,10,pgxc,10.93.131.148,49640,2015-08-21 14:12:23.454754-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:13:23.764757-04,f,Remote Subplan,active,2015-08-21 14:13:23.79008-04
946684800,16884,10,pgxc,10.87.3.232,58453,2015-08-21 14:13:06.592725-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:21.5245-04,f,Remote Subplan,active,2015-08-21 14:15:21.578307-04
946684800,16900,10,pgxc,10.87.3.185,42359,2015-08-21 14:13:06.617224-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:21.605955-04,f,Remote Subplan,active,2015-08-21 14:15:21.652054-04
946684800,16902,10,pgxc,10.95.141.120,58056,2015-08-21 14:13:06.617529-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:23.489698-04,f,Remote Subplan,active,2015-08-21 14:15:23.621683-04
946684800,16903,10,pgxc,10.87.3.206,44122,2015-08-21 14:13:06.617989-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:23.422421-04,f,Remote Subplan,active,2015-08-21 14:15:23.46581-04
946684800,16901,10,pgxc,10.95.141.120,58055,2015-08-21 14:13:06.618027-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:23.49089-04,f,Remote Subplan,active,2015-08-21 14:15:23.62267-04
946684800,16905,10,pgxc,10.87.8.227,45150,2015-08-21 14:13:06.618631-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:21.544358-04,f,Remote Subplan,active,2015-08-21 14:15:21.656462-04
946684800,16904,10,pgxc,10.87.3.206,44123,2015-08-21 14:13:06.619369-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:21.513491-04,f,Remote Subplan,active,2015-08-21 14:15:21.569317-04
946684800,16906,10,pgxc,10.92.9.245,60256,2015-08-21 14:13:06.620031-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:21.617784-04,f,Remote Subplan,active,2015-08-21 14:15:21.663396-04
946684800,16908,10,pgxc,10.94.132.84,54449,2015-08-21 14:13:06.620746-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:23.560504-04,f,Remote Subplan,active,2015-08-21 14:15:23.619439-04
946684800,16907,10,pgxc,10.223.4.4,33124,2015-08-21 14:13:06.62187-04,2015-08-21 14:13:23.668496-04,2015-08-21 14:15:21.436834-04,f,Remote Subplan,active,2015-08-21 14:15:21.494473-04
