ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1440177839.08583,0,0,0,0,0,0,0,0,0,0
1440177839.08583,0,0,0,0,0,0,0,0,0,0
1440177839.08583,0,924,0,73,8482,4528,4121,0,0,0
1440177839.08583,101,310,0,210,7943,4789,3547,221,0,0
1440177899.20263,0,0,0,0,0,0,0,0,0,0
1440177899.20263,0,0,0,0,0,0,0,0,0,0
1440177899.20263,0,926,0,78,8552,5530,4132,0,0,0
1440177899.20263,97,347,0,238,13621,12945,6856,2562751,0,0
1440177959.29009,0,0,0,0,0,0,0,0,0,0
1440177959.29009,0,0,0,0,0,0,0,0,0,0
1440177959.29009,0,928,0,78,8627,6532,4143,0,0,0
1440177959.29009,97,375,0,238,18772,20423,9823,3812751,0,0
1440178019.40178,0,0,0,0,0,0,0,0,0,0
1440178019.40178,0,0,0,0,0,0,0,0,0,0
1440178019.40178,0,930,0,78,8702,7534,4154,0,0,0
1440178019.40178,95,408,0,238,24562,28988,13208,5125251,0,0
1440178079.57733,0,0,0,0,0,0,0,0,0,0
1440178079.57733,0,0,0,0,0,0,0,0,0,0
1440178079.57733,0,932,0,78,8777,8536,4165,0,0,0
1440178079.57733,93,445,0,238,30230,38116,16468,8562751,0,0
1440178139.61276,0,0,0,0,0,0,0,0,0,0
1440178139.61276,0,0,0,0,0,0,0,0,0,0
1440178139.61276,0,932,0,78,8777,8536,4165,0,0,0
1440178139.61276,90,479,0,238,35637,45750,19590,12125251,0,0
1440178199.83297,0,0,0,0,0,0,0,0,0,0
1440178199.83297,0,0,0,0,0,0,0,0,0,0
1440178199.83297,0,932,0,78,8777,8536,4165,0,0,0
1440178199.83297,87,510,0,238,41186,53822,22817,22812751,0,0
1440178259.85059,0,0,0,0,0,0,0,0,0,0
1440178259.85059,0,0,0,0,0,0,0,0,0,0
1440178259.85059,0,932,0,78,8777,8536,4165,0,0,0
