# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
pgxl2;60;1440177834;-1666.48;0.00;1609.17
pgxl2;60;1440177894;-4272.12;0.00;4048.10
pgxl2;60;1440177954;-4311.88;0.00;4133.07
pgxl2;60;1440178014;-4011.35;0.00;3860.85
pgxl2;60;1440178074;-3797.98;0.00;3625.75
pgxl2;60;1440178134;-4983.98;0.00;3824.92
pgxl2;60;1440178194;-5950.65;0.00;4100.68
pgxl2;60;1440178254;-6542.55;0.00;3788.80
pgxl2;60;1440178314;-6115.65;0.00;3860.77
pgxl2;60;1440178374;-4120.42;0.00;4093.57
pgxl2;60;1440178434;-7068.63;0.00;3977.83
pgxl2;60;1440178494;-5005.13;0.00;3698.57
pgxl2;60;1440178554;-6750.92;0.00;3743.04
pgxl2;60;1440178614;-382.93;0.00;3802.98
pgxl2;60;1440178674;-5994.47;0.00;3714.10
pgxl2;60;1440178734;-7232.20;0.00;4950.07
pgxl2;60;1440178794;-8290.02;0.00;2911.21
pgxl2;60;1440178854;-648.42;0.00;3089.90
pgxl2;60;1440178914;-14550.32;0.00;9409.83
pgxl2;60;1440178974;-15050.67;0.00;4753.03
pgxl2;60;1440179034;16397.83;0.00;7723.83
pgxl2;60;1440179094;-9354.98;0.00;6552.35
pgxl2;60;1440179154;-16692.17;0.00;2557.53
pgxl2;60;1440179214;5191.52;0.00;303.12
pgxl2;60;1440179274;-5232.87;0.00;2958.38
pgxl2;60;1440179334;5676.95;0.00;1282.40
pgxl2;60;1440179394;-5513.75;0.00;2160.02
pgxl2;60;1440179454;-95.37;0.00;-6955.53
pgxl2;60;1440179514;7990.85;0.00;-99.95
pgxl2;60;1440179574;15119.02;0.00;2067.65
pgxl2;60;1440179634;-3331.83;0.00;2470.85
pgxl2;60;1440179694;-12203.98;0.00;6175.60
pgxl2;60;1440179754;-3852.25;0.00;3784.67
pgxl2;60;1440179814;-3486.62;0.00;2029.37
pgxl2;60;1440179874;6852.85;0.00;-363.33
pgxl2;60;1440179934;-1299.43;0.00;2053.80
pgxl2;60;1440179994;-4466.78;0.00;-8563.27
pgxl2;60;1440180054;-1299.47;0.00;-27235.20
pgxl2;60;1440180114;-24.25;0.00;-5970.57
pgxl2;60;1440180174;17232.02;0.00;2097.15
pgxl2;60;1440180234;5348.28;0.00;9157.22
pgxl2;60;1440180294;-18020.27;0.00;7512.93
pgxl2;60;1440180354;-4613.48;0.00;-8037.78
pgxl2;60;1440180414;38957.98;0.00;22.67
pgxl2;60;1440180474;-1073.88;0.00;1156.15
pgxl2;60;1440180534;-9175.97;0.00;9346.02
pgxl2;60;1440180594;-15062.57;0.00;15115.33
pgxl2;60;1440180654;-10562.42;0.00;1793.85
